review_score,avg_total_days,avg_delay_days,avg_freight_ratio,avg_item_count,avg_seller_count,avg_payment_value,order_count
1.0,21.31941936810902,4.532720273738238,0.21294834115949454,1.3353293413173652,1.0520744225834047,193.1495861847733,9352
2.0,16.643325571056337,1.9257103731598768,0.21785101431828063,1.2560766860664156,1.0523793221499487,169.91326258130778,2921
3.0,14.256785124010444,0.7932036382011117,0.21846295633648102,1.1615715007579586,1.0218544719555331,151.10653107630117,7916
4.0,12.305974177583847,0.28849004659042776,0.21111563301497246,1.115258365099534,1.0071473951715375,154.6511059932232,18888
5.0,10.679590889977062,0.12994449828208968,0.20585070878329723,1.1092062373359175,1.0066778257422253,156.35926579156023,56755
